1550369096.1549,2036.8523,10024.2267,333.64,1.69,1.0,4.0
1550369097.4819,2036.8528,10024.2270,337.24,1.68,1.0,4.0
1550369098.1803,2036.8533,10024.2275,333.68,1.85,1.0,4.0
1550369099.1519,2036.8540,10024.2279,330.03,1.88,1.0,4.0
1550369100.2373,2036.8544,10024.2284,322.57,1.63,1.0,4.0
1550369101.4020,2036.8548,10024.2286,319.55,1.47,1.0,4.0
1550369103.2219,2036.8550,10024.2296,321.82,1.69,1.0,5.0
1550369103.8365,2036.8551,10024.2304,313.28,1.66,1.0,5.0
1550369103.8719,2036.8552,10024.2312,309.49,1.69,1.0,5.0
1550369104.9019,2036.8555,10024.2317,311.22,1.81,1.0,5.0
1550369106.3070,2036.8561,10024.2322,316.06,2.05,1.0,5.0
1550369107.2687,2036.8566,10024.2325,319.53,2.03,1.0,5.0
1550369108.0107,2036.8570,10024.2332,305.74,2.07,1.0,5.0
1550369108.8922,2036.8572,10024.2338,300.26,1.81,1.0,5.0
1550369109.9036,2036.8575,10024.2342,295.09,1.64,1.0,5.0
1550369110.8805,2036.8576,10024.2345,288.60,1.48,1.0,5.0
1550369112.1578,2036.8578,10024.2350,290.18,1.76,1.0,5.0
1550369112.8689,2036.8580,10024.2355,295.85,1.81,1.0,5.0
1550369113.8801,2036.8582,10024.2361,285.40,1.82,1.0,5.0
1550369115.0121,2036.8584,10024.2364,284.31,1.58,1.0,5.0
1550369116.1621,2036.8586,10024.2370,282.99,1.76,1.0,5.0
1550369117.2216,2036.8586,10024.2375,275.92,1.73,1.0,5.0
1550369117.9819,2036.8587,10024.2380,276.28,1.69,1.0,5.0
1550369119.0713,2036.8588,10024.2387,275.09,1.93,1.0,5.0
1550369120.3670,2036.8589,10024.2393,278.60,1.89,1.0,5.0
1550369121.1392,2036.8589,10024.2399,271.09,1.92,1.0,5.0
1550369122.5580,2036.8588,10024.2405,266.49,1.87,1.0,5.0
1550369123.6920,2036.8588,10024.2412,263.52,1.83,1.0,5.0
1550369124.0977,2036.8588,10024.2417,264.41,1.78,1.0,5.0
1550369125.1422,2036.8587,10024.2423,259.83,1.82,1.0,5.0
1550369126.3021,2036.8587,10024.2429,260.31,1.84,1.0,5.0
1550369127.6837,2036.8586,10024.2434,264.93,1.85,1.0,5.0
1550369128.1356,2036.8585,10024.2438,259.92,1.70,1.0,5.0
1550369129.2691,2036.8584,10024.2443,254.62,1.78,1.0,5.0
1550369130.2775,2036.8582,10024.2447,251.42,1.77,1.0,5.0
1550369131.2119,2036.8580,10024.2452,253.16,1.69,1.0,5.0
1550369132.5765,2036.8578,10024.2461,258.67,2.09,1.0,5.0
1550369133.1633,2036.8576,10024.2468,257.65,2.16,1.0,5.0
1550369134.1419,2036.8574,10024.2474,256.87,2.17,1.0,5.0
1550369135.0979,2036.8572,10024.2480,256.05,2.06,1.0,5.0
1550369136.2089,2036.8572,10024.2481,257.76,1.59,1.0,5.0
1550369137.5819,2036.8571,10024.2485,257.81,1.63,1.0,5.0
1550369138.1840,2036.8570,10024.2492,260.06,1.96,1.0,5.0
1550369139.2043,2036.8568,10024.2498,254.79,1.91,1.0,5.0
1550369140.3520,2036.8565,10024.2503,247.38,1.88,1.0,5.0
1550369141.2903,2036.8562,10024.2510,248.68,2.00,1.0,5.0
1550369142.4347,2036.8560,10024.2519,254.42,2.34,1.0,5.0
1550369143.7521,2036.8557,10024.2523,245.36,2.16,1.0,5.0
1550369144.1774,2036.8555,10024.2529,246.26,2.15,1.0,5.0
1550369145.7160,2036.8552,10024.2537,248.49,2.27,1.0,5.0
1550369146.1349,2036.8550,10024.2542,250.42,2.21,1.0,5.0
1550369147.4764,2036.8549,10024.2547,251.49,2.14,1.0,5.0
1550369148.1719,2036.8548,10024.2553,253.53,2.05,1.0,5.0
1550369149.2019,2036.8547,10024.2557,256.96,1.80,1.0,5.0
1550369150.2006,2036.8546,10024.2565,260.49,2.08,1.0,5.0
1550369151.2041,2036.8547,10024.2571,271.34,2.08,1.0,5.0
1550369152.5020,2036.8547,10024.2575,270.11,1.77,1.0,5.0
1550369153.2129,2036.8547,10024.2579,268.69,1.74,1.0,5.0
1550369154.4019,2036.8545,10024.2583,269.22,1.30,1.0,5.0
1550369155.2172,2036.8545,10024.2588,264.68,1.46,1.0,5.0
1550369156.2490,2036.8540,10024.2595,257.54,1.65,1.0,5.0
1550369157.7120,2036.8539,10024.2599,258.20,1.56,1.0,5.0
1550369158.1295,2036.8538,10024.2602,255.68,1.26,1.0,5.0
1550369159.2833,2036.8533,10024.2611,254.48,1.83,1.0,5.0
1550369160.1974,2036.8531,10024.2615,249.67,1.69,1.0,5.0
1550369161.2119,2036.8527,10024.2623,246.79,2.08,1.0,5.0
1550369162.4351,2036.8529,10024.2629,265.00,2.17,1.0,5.0
1550369163.2837,2036.8526,10024.2637,258.70,2.14,1.0,5.0
1550369164.1324,2036.8523,10024.2644,253.66,2.28,1.0,5.0
1550369165.1801,2036.8519,10024.2649,243.06,2.12,1.0,5.0
1550369166.1619,2036.8517,10024.2654,244.22,2.08,1.0,5.0
1550369167.4078,2036.8516,10024.2657,244.84,1.84,1.0,5.0
1550369168.1319,2036.8514,10024.2663,247.30,2.05,1.0,5.0
1550369169.1780,2036.8516,10024.2669,263.50,2.08,1.0,5.0
1550369170.8321,2036.8515,10024.2674,259.06,1.90,1.0,5.0
1550369171.2134,2036.8514,10024.2676,248.97,1.46,1.0,5.0
1550369172.5771,2036.8514,10024.2676,247.24,1.02,1.0,5.0
1550369173.1961,2036.8515,10024.2676,233.16,0.70,1.0,5.0
1550369174.1579,2036.8515,10024.2675,231.69,0.49,1.0,5.0
1550369175.2189,2036.8516,10024.2676,233.90,0.41,1.0,5.0
1550369176.3047,2036.8517,10024.2675,229.38,0.36,1.0,5.0
1550369177.4936,2036.8516,10024.2675,223.08,0.33,1.0,5.0
1550369178.1579,2036.8516,10024.2676,221.05,0.28,1.0,5.0
1550369179.3420,2036.8515,10024.2676,248.20,0.24,1.0,5.0
1550369180.2919,2036.8515,10024.2677,302.43,0.25,1.0,5.0
1550369181.1346,2036.8515,10024.2677,109.34,0.22,1.0,5.0
1550369182.5623,2036.8515,10024.2677,142.31,0.23,1.0,5.0
1550369183.2319,2036.8515,10024.2676,146.40,0.35,1.0,5.0
1550369184.1663,2036.8514,10024.2676,352.29,0.10,1.0,5.0
1550369185.1671,2036.8514,10024.2676,356.51,0.17,1.0,5.0
1550369186.8433,2036.8514,10024.2676,313.44,0.06,1.0,5.0
1550369187.5970,2036.8515,10024.2676,282.22,0.09,1.0,5.0
1550369188.6219,2036.8515,10024.2676,310.47,0.11,1.0,5.0
1550369189.1663,2036.8515,10024.2677,275.12,0.05,1.0,5.0
1550369190.1485,2036.8515,10024.2677,184.67,0.22,1.0,5.0
1550369191.1439,2036.8514,10024.2677,205.26,0.27,1.0,5.0
1550369192.6465,2036.8513,10024.2677,259.81,0.26,1.0,5.0
1550369193.5620,2036.8513,10024.2678,232.07,0.17,1.0,5.0
1550369194.4060,2036.8513,10024.2678,201.50,0.30,1.0,5.0
1550369195.1497,2036.8512,10024.2679,214.75,0.40,1.0,5.0
1550369196.1806,2036.8511,10024.2679,121.09,0.07,1.0,5.0
1550369197.6529,2036.8511,10024.2679,157.61,0.19,1.0,5.0
1550369198.2621,2036.8510,10024.2679,102.80,0.53,1.0,6.0
1550369199.0528,2036.8510,10024.2677,104.23,0.46,1.0,6.0
1550369200.1400,2036.8510,10024.2676,93.66,0.31,1.0,6.0
1550369200.9750,2036.8510,10024.2675,140.14,0.23,1.0,6.0
1550369202.2975,2036.8509,10024.2675,146.45,0.18,1.0,6.0
1550369202.8730,2036.8509,10024.2674,177.62,0.26,1.0,6.0
1550369203.9871,2036.8508,10024.2674,210.87,0.32,1.0,6.0
1550369204.8700,2036.8507,10024.2675,264.38,1.17,1.0,6.0
1550369205.8756,2036.8507,10024.2680,258.39,1.37,1.0,6.0
1550369207.1914,2036.8508,10024.2684,261.34,1.23,1.0,6.0
1550369207.8630,2036.8506,10024.2689,250.73,1.37,1.0,6.0
1550369208.9596,2036.8505,10024.2693,246.43,1.43,1.0,6.0
1550369209.9076,2036.8505,10024.2698,256.00,1.50,1.0,6.0
1550369211.1713,2036.8505,10024.2703,254.37,1.42,1.0,6.0
1550369212.4574,2036.8505,10024.2709,261.05,1.48,1.0,6.0
1550369212.9581,2036.8505,10024.2711,261.44,1.24,1.0,6.0
1550369213.9070,2036.8505,10024.2717,261.93,1.53,1.0,6.0
1550369215.1720,2036.8505,10024.2721,259.79,1.47,1.0,6.0
1550369216.3040,2036.8506,10024.2725,264.67,1.38,1.0,6.0
1550369217.5719,2036.8507,10024.2729,268.32,1.38,1.0,6.0
1550369218.2152,2036.8506,10024.2733,259.69,1.46,1.0,6.0
1550369219.3203,2036.8506,10024.2736,254.14,1.35,1.0,6.0
1550369220.1969,2036.8506,10024.2742,260.97,1.58,1.0,6.0
1550369221.2878,2036.8506,10024.2747,265.89,1.62,1.0,6.0
1550369222.4916,2036.8505,10024.2753,259.06,1.69,1.0,6.0
1550369223.2429,2036.8505,10024.2758,263.25,1.71,1.0,6.0
1550369224.2888,2036.8505,10024.2763,265.75,1.73,1.0,6.0
1550369225.3532,2036.8505,10024.2768,262.77,1.69,1.0,6.0
1550369226.2540,2036.8506,10024.2774,270.50,1.73,1.0,6.0
1550369227.7647,2036.8505,10024.2778,261.77,1.56,1.0,6.0
1550369228.2919,2036.8504,10024.2782,259.75,1.46,1.0,6.0
1550369229.3219,2036.8505,10024.2787,267.84,1.53,1.0,6.0
1550369230.3088,2036.8504,10024.2792,262.37,1.63,1.0,6.0
1550369231.2296,2036.8503,10024.2797,259.65,1.58,1.0,6.0
1550369232.6456,2036.8502,10024.2802,262.08,1.65,1.0,6.0
1550369233.1425,2036.8502,10024.2807,265.76,1.66,1.0,6.0
1550369234.1619,2036.8502,10024.2814,268.92,1.86,1.0,6.0
1550369235.2619,2036.8498,10024.2819,253.47,1.75,1.0,6.0
1550369236.3357,2036.8501,10024.2824,278.10,1.74,1.0,6.0
1550369237.5654,2036.8498,10024.2833,259.52,1.94,1.0,6.0
1550369238.1921,2036.8498,10024.2838,263.20,1.85,1.0,6.0
1550369239.2004,2036.8497,10024.2844,262.58,1.91,1.0,6.0
1550369240.2494,2036.8497,10024.2847,265.97,1.61,1.0,6.0
1550369241.2554,2036.8496,10024.2853,262.02,1.64,1.0,6.0
1550369242.5029,2036.8495,10024.2858,260.04,1.66,1.0,6.0
1550369243.1828,2036.8494,10024.2862,259.42,1.52,1.0,6.0
1550369244.1803,2036.8495,10024.2868,271.13,1.50,1.0,6.0
1550369245.1562,2036.8498,10024.2874,283.12,1.53,1.0,6.0
1550369246.1973,2036.8501,10024.2879,291.82,1.60,1.0,6.0
1550369247.5086,2036.8504,10024.2882,299.74,1.54,1.0,6.0
1550369248.1358,2036.8508,10024.2888,299.42,1.74,1.0,6.0
1550369249.1857,2036.8510,10024.2893,298.24,1.64,1.0,6.0
1550369250.1371,2036.8514,10024.2899,299.14,1.92,1.0,6.0
1550369251.2155,2036.8516,10024.2906,293.43,1.97,1.0,6.0
1550369252.5038,2036.8520,10024.2912,292.01,1.98,1.0,6.0
1550369253.1544,2036.8524,10024.2918,296.77,2.18,1.0,6.0
1550369254.1522,2036.8527,10024.2924,298.82,2.20,1.0,6.0
1550369255.1780,2036.8528,10024.2930,292.29,1.96,1.0,6.0
1550369256.3500,2036.8529,10024.2936,287.75,1.97,1.0,6.0
1550369257.5584,2036.8531,10024.2939,290.62,1.71,1.0,6.0
1550369258.3641,2036.8534,10024.2943,298.66,1.68,1.0,7.0
1550369259.0693,2036.8536,10024.2947,300.48,1.62,1.0,7.0
1550369259.9102,2036.8539,10024.2951,308.19,1.72,1.0,7.0
1550369260.9792,2036.8540,10024.2955,298.91,1.56,1.0,7.0
1550369262.2250,2036.8543,10024.2960,303.44,1.67,1.0,7.0
1550369262.8945,2036.8546,10024.2965,309.53,1.87,1.0,7.0
1550369263.8773,2036.8550,10024.2971,307.96,2.28,1.0,7.0
1550369264.8568,2036.8555,10024.2977,313.83,1.62,1.0,7.0
1550369266.1364,2036.8558,10024.2981,307.53,1.39,1.0,7.0
1550369267.1953,2036.8563,10024.2984,329.05,2.13,1.0,7.0
1550369267.8945,2036.8566,10024.2988,289.93,1.34,1.0,7.0
1550369268.9071,2036.8568,10024.2992,291.05,1.48,1.0,7.0
1550369269.9461,2036.8570,10024.2997,288.69,1.58,1.0,7.0
1550369270.8981,2036.8570,10024.3000,281.58,1.17,1.0,7.0
1550369272.1862,2036.8571,10024.3004,271.55,1.23,1.0,7.0
1550369272.8537,2036.8572,10024.3009,276.52,1.34,1.0,7.0
1550369273.8952,2036.8571,10024.3013,263.48,1.23,1.0,7.0
1550369274.8768,2036.8571,10024.3017,259.60,1.30,1.0,7.0
1550369275.8941,2036.8570,10024.3023,250.67,1.59,1.0,7.0
1550369277.4591,2036.8567,10024.3027,234.08,1.72,1.0,7.0
1550369278.2190,2036.8565,10024.3030,233.62,0.83,1.0,7.0
1550369279.2561,2036.8561,10024.3031,201.80,1.65,1.0,7.0
1550369280.2595,2036.8557,10024.3033,200.62,1.57,1.0,7.0
1550369281.2241,2036.8555,10024.3037,214.08,1.38,1.0,7.0
1550369282.6524,2036.8551,10024.3040,206.77,1.55,1.0,7.0
1550369283.2599,2036.8547,10024.3041,193.13,1.62,1.0,7.0
1550369284.2970,2036.8544,10024.3043,184.28,1.32,1.0,7.0
1550369285.2722,2036.8540,10024.3044,184.71,1.47,1.0,7.0
1550369286.1815,2036.8536,10024.3047,192.48,1.57,1.0,7.0
1550369287.4844,2036.8534,10024.3044,148.26,1.15,1.0,7.0
1550369288.1645,2036.8530,10024.3043,149.51,1.25,1.0,7.0
1550369289.2365,2036.8527,10024.3043,157.55,1.38,1.0,7.0
1550369290.3873,2036.8523,10024.3042,159.25,1.37,1.0,7.0
1550369291.2228,2036.8520,10024.3040,158.08,1.33,1.0,7.0
1550369292.4872,2036.8516,10024.3037,145.29,1.48,1.0,7.0
1550369293.1330,2036.8513,10024.3035,142.60,1.52,1.0,7.0
1550369294.1518,2036.8510,10024.3032,132.61,1.52,1.0,7.0
1550369295.2519,2036.8510,10024.3029,108.73,1.18,1.0,7.0
1550369296.6546,2036.8510,10024.3026,101.44,1.29,1.0,7.0
1550369297.5019,2036.8509,10024.3023,102.40,1.27,1.0,7.0
1550369298.2996,2036.8508,10024.3020,109.62,1.20,1.0,7.0
1550369299.1854,2036.8509,10024.3019,87.16,0.96,1.0,7.0
1550369300.4019,2036.8509,10024.3015,75.56,1.15,1.0,7.0
1550369301.1561,2036.8511,10024.3010,76.83,1.47,1.0,7.0
1550369302.6722,2036.8512,10024.3006,66.80,1.57,1.0,7.0
1550369303.2091,2036.8515,10024.3002,55.79,1.65,1.0,7.0
1550369304.2119,2036.8518,10024.2998,40.19,1.53,1.0,7.0
1550369305.2319,2036.8522,10024.2994,32.32,1.61,1.0,7.0
1550369306.1801,2036.8526,10024.2990,50.43,1.79,1.0,7.0
1550369307.4453,2036.8530,10024.2987,9.38,1.65,1.0,7.0
1550369308.1446,2036.8534,10024.2986,14.14,1.56,1.0,7.0
1550369309.1578,2036.8539,10024.2985,8.95,1.82,1.0,7.0
1550369310.1959,2036.8544,10024.2984,5.17,1.80,1.0,7.0
1550369311.1430,2036.8549,10024.2984,349.39,1.65,1.0,7.0
1550369312.5792,2036.8554,10024.2984,344.74,1.60,1.0,7.0
1550369313.4201,2036.8557,10024.2986,338.61,1.29,1.0,7.0
1550369314.1325,2036.8562,10024.2987,333.56,1.66,1.0,7.0
1550369315.1444,2036.8566,10024.2990,327.96,1.62,1.0,7.0
1550369316.1263,2036.8569,10024.2993,319.31,1.61,1.0,7.0
1550369317.4777,2036.8573,10024.2996,321.60,1.68,1.0,7.0
1550369318.1777,2036.8576,10024.3000,301.89,1.74,1.0,7.0
1550369319.1282,2036.8578,10024.3004,291.66,1.87,1.0,7.0
1550369320.2287,2036.8580,10024.3009,295.68,1.74,1.0,7.0
1550369321.1759,2036.8582,10024.3013,296.25,1.67,1.0,7.0
1550369322.4456,2036.8583,10024.3018,279.10,1.95,1.0,7.0
1550369323.1782,2036.8583,10024.3023,266.51,1.84,1.0,7.0
1550369324.2221,2036.8582,10024.3029,271.16,1.89,1.0,7.0
1550369325.4041,2036.8582,10024.3035,272.14,2.05,1.0,7.0
1550369326.4619,2036.8581,10024.3041,265.91,2.11,1.0,7.0
1550369327.4869,2036.8581,10024.3048,278.95,2.14,1.0,7.0
1550369328.1419,2036.8581,10024.3054,264.43,1.98,1.0,7.0
1550369329.1719,2036.8580,10024.3061,269.73,2.04,1.0,7.0
1550369330.1373,2036.8580,10024.3067,270.92,1.99,1.0,7.0
1550369331.1859,2036.8580,10024.3073,274.61,1.99,1.0,7.0
1550369332.4577,2036.8580,10024.3079,266.38,2.19,1.0,7.0
1550369333.1321,2036.8580,10024.3085,261.65,2.25,1.0,7.0
1550369334.1760,2036.8579,10024.3092,266.70,2.43,1.0,7.0
1550369335.1464,2036.8578,10024.3098,268.74,1.77,1.0,7.0
1550369336.1615,2036.8577,10024.3103,252.46,1.78,1.0,7.0
1550369337.4480,2036.8575,10024.3107,253.52,1.91,1.0,7.0
1550369338.1172,2036.8573,10024.3112,248.30,1.92,1.0,7.0
1550369339.1920,2036.8573,10024.3119,271.75,2.01,1.0,7.0
1550369340.1517,2036.8573,10024.3124,270.86,2.08,1.0,7.0
1550369341.2037,2036.8573,10024.3130,273.24,1.80,1.0,7.0
1550369342.5221,2036.8574,10024.3136,278.36,1.80,1.0,7.0
1550369343.2276,2036.8573,10024.3141,252.46,1.47,1.0,7.0
1550369344.2280,2036.8572,10024.3144,256.53,1.15,1.0,7.0
1550369345.1954,2036.8572,10024.3147,283.19,0.84,1.0,7.0
1550369346.3468,2036.8573,10024.3151,281.69,1.04,1.0,7.0
1550369347.7019,2036.8575,10024.3155,284.80,1.18,1.0,7.0
1550369348.3408,2036.8576,10024.3160,292.90,1.32,1.0,7.0
1550369349.2319,2036.8579,10024.3163,296.87,1.32,1.0,7.0
1550369350.1819,2036.8580,10024.3167,294.82,1.19,1.0,7.0
1550369351.2569,2036.8581,10024.3172,286.87,1.41,1.0,7.0
1550369352.6908,2036.8584,10024.3178,292.64,1.60,1.0,7.0
1550369353.1700,2036.8586,10024.3184,291.07,1.65,1.0,7.0
1550369354.3007,2036.8590,10024.3191,297.04,1.77,1.0,7.0
1550369355.2124,2036.8593,10024.3199,305.49,1.98,1.0,7.0
1550369356.1895,2036.8597,10024.3206,299.56,2.30,1.0,7.0
1550369357.4615,2036.8600,10024.3214,294.40,2.14,1.0,7.0
1550369358.4613,2036.8603,10024.3222,288.81,2.50,1.0,7.0
1550369359.2019,2036.8606,10024.3230,292.64,2.94,1.0,7.0
1550369360.1819,2036.8610,10024.3238,296.85,2.71,1.0,7.0
1550369361.1633,2036.8614,10024.3245,293.84,2.56,1.0,7.0
1550369362.5147,2036.8617,10024.3251,301.05,1.97,1.0,7.0
1550369363.1690,2036.8620,10024.3254,314.16,1.54,1.0,7.0
1550369364.1190,2036.8622,10024.3259,287.96,1.60,1.0,7.0
1550369365.2750,2036.8624,10024.3264,289.68,1.94,1.0,7.0
1550369366.5019,2036.8625,10024.3268,291.60,1.60,1.0,7.0
1550369367.9619,2036.8627,10024.3272,307.57,1.73,1.0,7.0
1550369368.3745,2036.8630,10024.3277,299.27,1.63,1.0,7.0
1550369369.3513,2036.8631,10024.3281,282.16,1.57,1.0,7.0
1550369370.1782,2036.8632,10024.3288,271.85,1.54,1.0,7.0
1550369371.1394,2036.8633,10024.3293,261.79,1.73,1.0,7.0
1550369372.8565,2036.8636,10024.3302,292.85,2.99,1.0,7.0
1550369373.2010,2036.8640,10024.3309,306.62,2.30,1.0,7.0
1550369374.0992,2036.8643,10024.3315,296.81,2.37,1.0,7.0
1550369375.2742,2036.8646,10024.3319,311.67,2.25,1.0,7.0
1550369376.2395,2036.8649,10024.3323,288.80,1.72,1.0,7.0
1550369377.5024,2036.8652,10024.3330,283.19,2.87,1.0,7.0
1550369378.1597,2036.8654,10024.3336,279.82,1.95,1.0,7.0
1550369379.1717,2036.8655,10024.3340,283.13,2.01,1.0,7.0
1550369380.1556,2036.8658,10024.3347,291.17,2.44,1.0,7.0
1550369381.2063,2036.8660,10024.3352,291.38,2.10,1.0,7.0
1550369382.4975,2036.8661,10024.3358,276.60,1.94,1.0,7.0
1550369383.2075,2036.8663,10024.3364,293.46,2.02,1.0,7.0
1550369384.2081,2036.8665,10024.3372,281.10,2.12,1.0,7.0
1550369385.1586,2036.8668,10024.3376,292.45,1.49,1.0,7.0
1550369386.2092,2036.8670,10024.3379,310.32,1.18,1.0,7.0
1550369387.5096,2036.8673,10024.3381,308.93,0.87,1.0,7.0
1550369388.2063,2036.8676,10024.3385,316.04,1.48,1.0,7.0
1550369389.2111,2036.8679,10024.3390,296.93,2.08,1.0,7.0
1550369390.2118,2036.8680,10024.3395,280.22,1.80,1.0,7.0
1550369391.1946,2036.8681,10024.3401,272.68,1.89,1.0,7.0
1550369392.4604,2036.8680,10024.3405,223.59,1.16,1.0,7.0
1550369393.1945,2036.8683,10024.3410,253.52,1.09,1.0,7.0
1550369394.2050,2036.8685,10024.3414,255.03,1.02,1.0,7.0
1550369395.3067,2036.8693,10024.3420,286.60,1.09,1.0,7.0
1550369396.1518,2036.8696,10024.3425,282.74,1.27,1.0,7.0
1550369397.6511,2036.8705,10024.3438,282.15,1.78,1.0,7.0
1550369398.2120,2036.8712,10024.3447,289.45,1.84,1.0,7.0
1550369399.1519,2036.8717,10024.3453,290.78,1.89,1.0,7.0
1550369400.1819,2036.8721,10024.3459,289.65,1.92,1.0,7.0
1550369401.2922,2036.8722,10024.3466,276.69,1.94,1.0,7.0
1550369402.5514,2036.8725,10024.3471,279.70,1.78,1.0,7.0
1550369403.2019,2036.8728,10024.3480,281.00,2.03,1.0,7.0
1550369404.2443,2036.8732,10024.3489,284.66,2.14,1.0,7.0
1550369405.2040,2036.8736,10024.3496,284.05,2.15,1.0,7.0
1550369406.1652,2036.8743,10024.3502,292.21,2.05,1.0,7.0
1550369407.5353,2036.8746,10024.3506,286.91,1.73,1.0,7.0
1550369408.5679,2036.8750,10024.3514,287.16,1.92,1.0,7.0
1550369409.2299,2036.8754,10024.3520,289.26,1.88,1.0,7.0
1550369410.2924,2036.8758,10024.3526,289.27,1.91,1.0,7.0
1550369411.2030,2036.8762,10024.3529,301.65,1.61,1.0,7.0
1550369412.4613,2036.8763,10024.3535,287.33,1.49,1.0,7.0
1550369413.1504,2036.8770,10024.3547,297.46,2.32,1.0,7.0
1550369414.1623,2036.8773,10024.3553,296.46,2.20,1.0,7.0
1550369415.2042,2036.8775,10024.3559,291.26,2.20,1.0,7.0
1550369416.1594,2036.8780,10024.3568,295.24,2.54,1.0,7.0
1550369417.4813,2036.8783,10024.3574,296.45,2.55,1.0,7.0
1550369418.1542,2036.8783,10024.3578,288.43,1.90,1.0,7.0
1550369419.2029,2036.8786,10024.3581,291.44,1.72,1.0,7.0
1550369420.3020,2036.8788,10024.3582,287.97,1.42,1.0,7.0
1550369421.4673,2036.8790,10024.3588,286.53,1.75,1.0,7.0
1550369422.6236,2036.8792,10024.3592,286.72,1.64,1.0,7.0
1550369423.4911,2036.8792,10024.3597,280.42,1.59,1.0,7.0
1550369424.2225,2036.8793,10024.3602,282.20,1.63,1.0,7.0
1550369426.1231,2036.8792,10024.3608,275.72,1.69,1.0,7.0
1550369426.2520,2036.8791,10024.3613,276.65,1.61,1.0,7.0
1550369427.4629,2036.8790,10024.3617,273.79,1.58,1.0,7.0
1550369428.1671,2036.8789,10024.3621,272.29,1.51,1.0,7.0
1550369429.2905,2036.8788,10024.3628,271.02,1.72,1.0,7.0
1550369430.2064,2036.8787,10024.3634,266.50,1.80,1.0,7.0
1550369431.2202,2036.8789,10024.3641,281.80,1.94,1.0,7.0
1550369432.5916,2036.8791,10024.3646,286.54,1.93,1.0,7.0
1550369433.3757,2036.8792,10024.3655,282.13,2.12,1.0,7.0
1550369434.3019,2036.8793,10024.3660,282.04,1.93,1.0,7.0
1550369435.3072,2036.8794,10024.3664,286.49,1.75,1.0,7.0
1550369436.2619,2036.8796,10024.3670,288.73,1.75,1.0,7.0
1550369437.6526,2036.8797,10024.3677,277.24,1.95,1.0,7.0
1550369438.5036,2036.8799,10024.3682,281.55,1.68,1.0,7.0
1550369439.2201,2036.8800,10024.3685,286.15,1.43,1.0,7.0
1550369440.2344,2036.8801,10024.3690,280.31,1.44,1.0,7.0
1550369441.1719,2036.8801,10024.3693,260.06,1.18,1.0,7.0
1550369442.4811,2036.8800,10024.3695,246.34,0.96,1.0,7.0
1550369443.2113,2036.8799,10024.3699,253.15,1.14,1.0,7.0
1550369444.2368,2036.8797,10024.3703,241.24,1.37,1.0,7.0
1550369445.3295,2036.8795,10024.3707,239.82,1.31,1.0,7.0
1550369446.2434,2036.8794,10024.3711,246.80,1.46,1.0,7.0
1550369447.5741,2036.8793,10024.3716,259.70,1.50,1.0,7.0
1550369448.1719,2036.8792,10024.3721,259.23,1.50,1.0,7.0
1550369449.1859,2036.8791,10024.3724,253.96,1.43,1.0,7.0
1550369450.2981,2036.8790,10024.3727,252.68,1.29,1.0,7.0
1550369451.2501,2036.8789,10024.3730,254.97,1.12,1.0,7.0
1550369452.5125,2036.8788,10024.3731,248.46,0.88,1.0,7.0
1550369453.2527,2036.8787,10024.3732,245.98,0.71,1.0,7.0
